trade_date,Binance_Coin LogReturn,Bitcoin LogReturn,Bitcoin_Cash LogReturn,Bitcoin_SV LogReturn,Cardano LogReturn,Chainlink LogReturn,Crypto_com_Coin LogReturn,EOS LogReturn,Ethereum LogReturn,Huobi_Token LogReturn,Litecoin LogReturn,Monero LogReturn,NEO LogReturn,Stellar LogReturn,Tether LogReturn,Tezos LogReturn,TRON LogReturn,UNUS_SED_LEO LogReturn,USD_Coin LogReturn,XRP LogReturn,Binance_Coin Volume,Bitcoin Volume,Bitcoin_Cash Volume,Bitcoin_SV Volume,Cardano Volume,Chainlink Volume,Crypto_com_Coin Volume,EOS Volume,Ethereum Volume,Huobi_Token Volume,Litecoin Volume,Monero Volume,NEO Volume,Stellar Volume,Tether Volume,Tezos Volume,TRON Volume,UNUS_SED_LEO Volume,USD_Coin Volume,XRP Volume
2020-03-16,-0.106,-0.07264,-0.04338,-0.11503,-0.11719,-0.17007,-0.03513,-0.08657,-0.12398,-0.07461,-0.1028,-0.11837,-0.10907,-0.08504,-0.003,-0.16176,-0.07871,-0.02817,-0.0014,-0.08711,31764031,8718928,23375132,18432347,3707405281,277610783,489126172,2024464111,135568693,121905280,117704277,3899061,77467014,11507136228,57404442629,140813725,116545535996,3586176,701189228,17944595962
2020-03-17,0.07091,0.04125,0.05465,0.06551,0.04547,0.03315,0.07168,0.02625,0.02966,0.02435,0.02047,0.04481,0.0275,0.0461,-0.02114,0.02264,0.03333,0.03449,-0.02882,0.02424,29644685,7543404,18880712,16301495,3072598007,222122921,327765812,1376233369,107659680,74750738,99022512,3420058,82207562,9172677679,47412412746,109108790,111515138640,9093923,569945884,14948119907
2020-03-18,0.00396,0.00245,-0.0069,0.0198,0.00368,0.02681,0.02249,0.01031,0.00787,0,0.00357,0.01543,0.00361,-0.02311,-0.00195,0.01482,0.00494,0.04371,-0.00012,-0.0099,26192063,7239784,16604542,13474738,3066363787,163163002,467931662,1252375055,101563546,76486244,94301487,3548191,85048996,9258941249,47002089525,88520419,103495317927,10480579,669497165,13661077219
2020-03-19,0.19346,0.1671,0.2115,0.26984,0.18389,0.17435,0.14128,0.16072,0.17344,0.12577,0.14845,0.13471,0.15954,0.14261,0.02609,0.18721,0.16089,0.04256,0.03033,0.14263,36386974,8924301,26020049,22612988,4278733612,216292729,506300254,1743376152,130427978,114875558,114286888,3800085,91954071,11806561486,64912342859,123987000,116089540968,9969251,1083718840,16814168178
2020-03-20,-0.03312,0.00123,-0.03145,0.02533,-0.03621,0,-0.02747,-0.04009,-0.02859,-0.00608,-0.02435,,-0.03756,-0.0387,-0.00245,0.01813,-0.03684,-0.00146,-0.00342,-0.05077,35921310,8788234,25908275,23904702,4752052258,233968478,395233894,1970244103,140796703,115990419,117556813,,95117929,9906682569,72407771940,128156597,104187774810,10697293,963319888,18306527429
2020-03-21,0.01504,-0.00221,0.02282,0.04494,0.00157,0.00885,-0.02358,0.03572,0.0006,0.0241,0.00549,0.00122,-0.0048,-0.00762,0.00245,-0.01205,-0.00151,0.00855,0.00342,0.00832,32261869,6862872,19170315,18516596,3218634582,140696392,424303791,1435866061,103058317,88538745,89936483,3176957,72863153,8964065481,52708366043,84432966,96523058687,8856426,1075094651,13128829457
2020-03-22,-0.07756,-0.05908,-0.07426,-0.06098,-0.08234,-0.13165,-0.04965,-0.06805,-0.07421,-0.06454,-0.07331,-0.07073,-0.04423,-0.06298,-0.00097,-0.11551,-0.08006,0.00247,-0.00407,-0.05167,26586569,6674756,18986165,20677273,2785645222,138697290,400972576,1324903039,97584971,95118734,85121510,3076341,75031512,8568906319,49060368968,72813717,88954551820,9618637,688524562,12094825745
2020-03-23,0.08252,0.09578,0.07408,0.06579,0.07099,0.11834,0.11278,0.06805,0.08983,0.05557,0.08446,0.14087,0.10032,0.05395,-0.00222,0.12756,0.08495,0.00995,-0.00495,0.04685,30843265,7592649,19801221,19305399,3291852522,167636530,298171822,1372184469,109591279,71470707,96724591,3305947,75987751,9407229198,57452485643,95062407,102864842441,10042516,691887365,13765956260
2020-03-24,0.02284,0.04844,0.03547,0.05456,0.0365,0.03077,0.08279,0.03449,0.02814,0.02374,0.04341,0.0666,0.04155,0.02627,0.00319,0.05249,0.02009,0,0.00499,0.03026,27204089,7333512,17116336,17187193,2998648359,141307370,279542637,1237981877,106764122,51945568,84075846,3498626,72431397,9206867944,57806235269,88229026,95293849805,9277242,748483098,13488626901
2020-03-25,-0.00647,-0.00801,-0.03043,-0.02856,-0.02433,-0.02188,-0.00783,-0.02575,-0.01862,-0.0118,-0.03365,-0.00276,0.0058,0.00678,-0.00141,-0.02882,-0.01118,0,0.00155,-0.00384,23373430,6647372,15442382,14921231,2798235365,112690573,299787015,1107934191,97709434,46429007,78687783,3141943,68487535,7733748183,52290969775,80632310,91829527906,9346544,736993337,12944651830
2020-03-26,0.07051,0.00528,0.02853,-0.00243,0.04286,0.01754,0.0398,0.00434,0.01573,0.00592,0.02547,0.0646,0.01292,0.04715,-0.00011,0.02312,0.0418,0,-0.00348,0.07957,23431382,5272595,15044791,11558904,2713662295,91971617,197903020,1028142597,82803476,35428086,71314177,3595978,60964585,7340715016,42082392877,44171146,87098250516,8880986,832951250,13284357800
2020-03-27,-0.0544,-0.03741,-0.04159,-0.03378,-0.04752,-0.05818,0.00208,-0.03077,-0.03247,-0.02691,-0.03136,-0.03528,-0.05573,-0.03264,0.01147,-0.08338,-0.03812,0.00985,0.01591,0.0067,20491862,5245710,14733873,11222325,2849247485,99768450,177795598,1101133672,83703905,46547729,74933062,2918062,58911876,7370784016,41358840619,48639533,85172249635,9752646,954091673,16225474474
2020-03-28,-0.02671,-0.03581,-0.01556,-0.06042,0.01591,-0.01392,-0.06479,-0.01348,-0.02227,-0.0122,-0.00129,-0.02762,0,-0.02998,-0.01025,-0.03155,-0.00219,-0.00985,-0.01308,-0.00234,20725363,5488555,15839999,12942600,2889292931,108714433,452436662,1208867581,91815981,51217395,80211787,2792229,65213335,8404249704,44101424019,65025278,90006515748,9731410,818296788,15284624340
2020-03-29,-0.0635,-0.05265,-0.0369,-0.05653,-0.05248,-0.05277,-0.02241,-0.03687,-0.04218,-0.05033,-0.04043,-0.06622,-0.06544,-0.0468,0.0003,-0.05264,-0.05898,0.00985,-0.01907,-0.07043,18523406,4665103,13065694,10106911,2448378800,85721159,453426603,902765918,77469179,38170642,70439219,2395899,59019706,6827409208,35075162352,46215578,82877277866,8461997,649793746,11755323387
2020-03-30,0.07167,0.08227,0.0705,0.11479,0.0559,0.05743,0.13615,0.05035,0.05665,0.05949,0.04735,0.05877,0.06544,0.05312,0.00995,0.09038,0.06832,0.01942,0.03216,0.04966,25759054,6007450,14924904,14503878,2810003716,105422454,329516153,1166826767,91621195,48818497,86787888,2789054,64650229,8051724450,43929023823,60647507,94966090215,10960425,953041626,12686423845
2020-03-31,0.02332,0.00137,-0.00866,-0.00627,0.02251,0.05431,0.02865,-0.00897,0.00518,0.00908,0.00408,0.02115,0.02532,0.01572,-0.00995,0,0.01003,0,-0.00995,0.0138,29961084,5095624,13298702,12057051,2643625459,108382919,159667887,1053083384,83044364,34705549,85647297,2726299,72886060,8084507705,38776811994,49019757,65411150514,9740944,753505742,12123772402
2020-04-01,0.01264,0.02578,0.01979,0.0156,0.00984,0.0044,0.00412,0.02227,0.01516,0.02087,0.00203,0.01516,0.0044,-0.00073,0,0,-0.00431,0.00957,-0.00426,0.00434,26241942,6185531,14415004,12044043,3005980621,127035678,85851441,1121503417,92538180,41091017,83985755,2461349,68427433,7409269060,47949493852,57529263,69871977759,8971417,876377542,11735869237
2020-04-02,0.02557,0.02789,0.0378,0.04168,0.03594,0.00873,-0.03252,0.01313,0.04611,0.01173,0.01237,0.04534,0.02459,0.01186,0,0.0304,0.03397,-0.00957,0.00386,0.01874,30886697,7113317,18504820,15450169,3405133595,128538665,87975496,1402453951,110371402,54375392,100591888,2548528,76710009,9964230787,57261198792,86859776,72412938004,10068407,1122199976,13293203177
2020-04-03,0.02269,-0.00891,0.01349,0.01956,0.00968,0.00434,0.0029,0.01724,0.00042,0.02874,0.01222,0.04224,0.00428,0.00647,0,0.00597,-0.00586,0,0.0004,0.00462,30743325,5762767,15852848,13935440,2794004760,98449220,286038695,1194610654,92810104,43595849,86817708,2867931,65315189,9205326520,46738928486,70656064,66514231993,8763268,802191043,11766704985
2020-04-04,0.0331,0.01973,0.01268,0.00369,0.00648,0.00862,0.00861,0.01274,0.02179,0.04973,0.0079,0.02481,0.02528,0.00891,0,0.01183,0.00778,-0.00966,0,0.01254,30646897,4879962,13256539,10128065,2751450216,83733095,136125799,1045024212,83162147,40769091,79700336,2951220,65554772,7930609000,39644126975,53426689,67607702297,8719397,733529363,9932619708
2020-04-05,-0.00653,-0.01119,-0.02897,-0.02491,-0.01556,-0.02169,0.01267,-0.00423,-0.01157,0.00538,-0.00025,-0.01466,-0.02244,0.03617,0,-0.0178,0.04919,0,0,-0.01288,28962201,4321128,12745875,9620380,2010469647,70141619,102307994,1047537208,78131340,40547238,75824118,2526581,58989071,7741343938,35625789596,40521652,73693547173,7591958,718937342,9198541095
2020-04-06,0.09379,0.06838,0.09813,0.08829,0.10697,0.09611,0.06958,0.14564,0.16404,0.05223,0.08752,0.08748,0.09724,0.12896,-0.00719,0.12375,0.08039,0,-0.00328,0.08594,34141907,6669588,18397265,15451245,3464660672,135945996,119613807,1686324570,138388708,55351626,100822212,2832326,77577069,11377899056,61127311802,86294186,76994093751,10490993,872193739,13495606286
2020-04-07,-0.02688,-0.0132,-0.0152,-0.03284,-0.01354,0.08035,-0.00709,-0.03732,-0.02418,-0.01023,0.00629,-0.04287,-0.00905,-0.02366,0.00582,0.03637,-0.02912,-0.00976,-0.0004,-0.01761,30431225,6124433,16306523,13939733,3313792433,220998248,152748614,1534303699,129603555,51836317,98613692,2552170,61987918,10961606978,59285323539,133368338,69672851879,11773520,899023286,13550870410
2020-04-08,0.02556,0.02174,0.05473,0.16088,0.03295,0.14359,0.03749,0.03732,0.04466,0.01783,0.03627,0.02855,0.03446,0.05371,0.0005,0.08786,0.03183,0,-0.00048,0.04467,29252652,5177385,21185345,20066289,2824110537,177024743,125743313,1378952532,101042878,42017851,84209960,1894289,50471871,7161209184,50532286661,90805201,80046672750,9787527,778574339,10642467450
2020-04-09,0,-0.00437,-0.03346,-0.01084,-0.0032,0.05574,-0.01129,0,-0.01066,-0.01271,0.00129,0.01637,0.00999,0.0205,0.00088,-0.01412,-0.01382,0,0.00416,-0.01309,29536610,4757405,14550740,15233224,2383012384,227483273,141359955,1042360062,86776510,32275586,78274420,1677645,48281154,8168832774,44322119195,87770353,72148211823,9308770,769107098,9413712301
2020-04-10,-0.09173,-0.06165,-0.09952,-0.14094,-0.086,-0.03058,-0.07104,-0.08801,-0.07537,-0.0743,-0.09279,-0.0871,-0.0978,-0.08522,0,-0.10483,-0.08052,0,-0.00103,-0.05598,27384160,6158122,17161018,16516257,2765410427,228876556,129704759,1387367729,109233610,57135927,90444763,2019245,45828164,9245701584,56393183976,101947425,84522740729,9181330,848393453,10916087426
2020-04-11,0.00436,-0.00093,-0.00447,-0.00252,0.00418,0.01846,0.00451,0,-0.0012,0.0191,0.00118,-0.00075,-0.00137,0.03623,-0.00189,0.03618,0.00168,-0.00985,-0.00398,0.00319,26457059,4549809,14512262,11048437,2272772942,200983622,134348700,1053559054,85621005,37751506,79794497,1842676,44363345,8763517151,40098732116,91584387,84312841451,7282554,667083148,9839414109
2020-04-12,0.04117,0.0162,0.01599,0.03652,0.01346,0.05343,0.01297,0.01193,0.01829,0.02139,0.00307,0.00744,0.02171,-0.00222,0.01184,0.0201,0.03301,0.00985,0.00501,0.01096,29435978,5171241,14117429,13863864,2196280226,211463996,134685291,1070567969,94712684,54404723,85870900,2217627,47846885,8320072895,44675174641,84644788,83374993343,9107460,807986931,11041081217
2020-04-13,0.04421,-0.01825,-0.05197,-0.02609,-0.02089,-0.02636,-0.0147,-0.03213,-0.03062,-0.016,-0.02989,-0.01927,-0.02308,-0.02254,-0.00995,-0.03545,-0.02488,0,-0.00158,-0.01272,31252039,5590467,16417715,15294609,2510747807,194264460,117028640,1358554364,103744453,63617546,95595688,2353457,51112614,10856413766,49878912349,74546752,97923428258,8643023,721665029,11927463520
2020-04-14,0.03273,-0.00038,-0.00843,0.00297,-0.00403,-0.03934,0.00329,0.00407,0.00841,-0.00269,-0.00365,0.01648,-0.00689,-0.00257,-0.0032,0,-0.01376,-0.00985,-0.0025,-0.01285,33725891,4984184,15647893,10824988,2258844025,150385999,108839788,1043311051,93813920,63753003,90294103,2196914,51963992,10506762993,42314352228,54108042,98868583807,10429466,725528001,10130553423
2020-04-15,-0.06244,-0.02971,-0.02953,-0.03453,-0.03427,-0.03454,-0.03292,-0.02469,-0.02773,-0.01084,-0.03621,-0.01271,-0.03233,-0.03818,0.00273,-0.02083,-0.01526,0.00985,0.00374,-0.02218,28263483,4788938,13318997,9186699,2104914509,133641602,103844166,1093183226,91168926,64889951,91690464,2384725,54247275,9909464364,40395739562,72112656,99608321942,10668843,836046324,10713090225
2020-04-16,0.07332,0.06903,0.08909,0.06657,0.07684,0.10312,0.04977,0.10286,0.11609,0.04267,0.07539,0.06783,0.08487,0.05687,0.00047,0.10008,0.06469,0.00976,0.00034,0.04758,31615719,6800429,19925368,14374638,3057569163,181647392,122560123,1710602754,140792559,82391406,121183869,2380981,68054879,13148885674,63228085383,101968753,117404208968,10941541,1055413841,14057265484
2020-04-17,0.00254,-0.0029,-0.0084,-0.00195,0.00478,0.00288,-0.00302,-0.00755,-0.00303,0,0.0014,-0.00582,-0.01188,-0.00112,0.00995,0,-0.00292,0.00966,0.00995,0.00052,25219361,4575173,13518654,9678557,2301649237,124054227,191201505,1166366808,97234929,45094070,95894793,1941709,52885018,9744896237,42797930302,90111228,99432041619,12422561,785188216,9927841138
2020-04-18,0.05259,0.0225,0.03969,0.04626,0.05569,0.08269,0.02009,0.03352,0.08523,0.02832,0.03697,0.0248,0.04543,0.02875,-0.00995,0.10393,0.02768,-0.00966,-0.01007,0.02453,29678979,4521046,13869862,9894074,2527724067,142460287,91334795,1181135203,112454740,71161994,103510006,1995537,58287396,10739521829,45008996706,102216552,103053240663,11270316,846459649,9961623792
2020-04-19,-0.0275,-0.00945,-0.03982,-0.03882,-0.02037,-0.03774,-0.00618,-0.04113,-0.02877,-0.01277,-0.03978,-0.00901,-0.02571,-0.02592,0.00995,-0.02609,-0.02553,0.00966,0.01007,-0.02108,24623111,4334607,13222048,11069008,2418810430,134183233,75703697,1385172847,103907730,49521792,104916292,1871789,59003170,10494830709,44193350037,91034704,98262711261,12075751,889657372,9875301936
2020-04-20,-0.06727,-0.04371,-0.05283,-0.05577,-0.04684,-0.05072,-0.04782,-0.03892,-0.05262,-0.03932,-0.04314,-0.04231,-0.05486,0.01589,-0.00995,-0.05897,-0.04032,0,-0.00995,-0.03937,25544050,5365091,15166505,10987380,2694591316,144141239,101305486,1637886095,120181297,66683462,102880648,2022390,61983734,14961880693,54187858825,115876108,106972282125,12560785,642404316,12635128503
2020-04-21,0.00792,-0.00024,0.00081,-0.00612,0.01519,0.00576,-0.01553,0.00791,0.00255,-0.00805,0.00513,0.00561,0.00137,0.02421,0.00995,0.0093,0.0055,0,0,0.00456,25766847,4736096,14437780,11038857,2507325087,111278068,293521749,1129033806,95402087,63989717,96604173,1846887,49826578,9788996315,42469603143,95805866,102410681831,11057323,512937610,10400409148
2020-04-22,0.03107,0.03385,0.05077,0.04396,0.05219,0.05588,0.04774,0.03101,0.05551,0.03444,0.0205,0.02602,0.03376,0.06774,-0.00995,0.07576,0.03052,0,0,0.01957,25619424,4750717,14370759,10175010,2214211454,117253865,152194959,1024602229,101281400,68322411,97179105,1804455,55170668,10584438595,45245486512,89624244,99965793522,10906998,416817326,9582663517
2020-04-23,0.02019,0.04297,0.01405,0.00782,0.10496,0.0135,0.03901,0.0189,0.01322,0.02062,0.02476,0.03424,0.03651,0.11897,-0.00231,0.06239,0.04358,0,-0.00621,0.01971,28198601,5980751,16743422,11407006,4210982686,123723300,144226388,1264303278,115745396,102746349,112165005,1859600,70062807,17055740006,56762151073,114508498,103314489107,11077903,471056938,11963260495
2020-04-24,0.00062,0.01618,0.01331,0.00443,0.03063,0.01859,0.01627,0.01855,0.0225,0.0202,0.04263,0.0359,0.04016,-0.00203,0.01226,0.09604,0.03373,0.00957,0.01616,0.01014,23432207,4624178,13530362,9584758,4273733367,94813177,106025948,1121553871,89713603,60668334,109096313,1942856,72087560,10883727505,45041057432,133602227,111587642041,10883138,435137143,9620929721
2020-04-25,0.01794,0.00252,-0.00021,0.0019,0.01282,0,0.01679,0,0.03265,-0.00501,-0.00223,-0.00394,0.04097,0.00874,-0.00995,0.05001,-0.00007,0,-0.00995,0.00715,22415418,4357105,13464449,10329506,2411597347,85885815,83542871,1201559189,94921352,50092716,106565141,1683737,73612378,8509430776,44584136191,105765489,105899649606,10896410,377682838,8481659718
2020-04-26,0.00428,0.01442,0.02696,0.00368,0.07867,-0.02128,0.01942,0.00733,0.00916,0.01248,-0.00045,0.0082,0.01871,0.00557,0,-0.03546,0.01656,0,-0.00104,0.00894,24476992,4337123,14808470,9642342,3411850601,99272045,81526233,1206541955,93347760,62520653,104874119,1558110,71958049,8838841328,46243541830,95901369,98778407004,10240299,420095842,8637941305
2020-04-27,0.00487,0.01496,-0.01226,-0.00888,0.01561,-0.02174,0.01475,0.00364,-0.00051,0.00742,0.00045,0.01877,-0.02226,0.07499,0,-0.00725,0.02097,0,0.00104,0.00594,23741680,4673479,16169741,10240686,3654618382,113723571,325945712,1446120702,94642848,63836124,100083443,1583076,66260395,10962002603,50062655667,108176751,99400505450,10747801,426141937,9081929110
2020-04-28,-0.00122,0.00147,0.00177,0.00806,0.01267,0.01093,0.01902,0.01085,0.00607,0.00246,0.0291,0.00176,0.01061,0.02426,0.00995,0,0.05618,0,0,0.08473,21948921,4254141,13361951,9377541,3082950979,91963052,151234988,1236955324,92091333,31653521,97277420,1761674,72169148,12036871088,45670520933,99807452,102607802397,10932347,358936206,12168138054
2020-04-29,0.06191,0.11984,0.05504,0.06301,0.09107,0.06062,0.09048,0.08281,0.08937,0.05961,0.06619,0.06279,0.08211,0.0471,0,0.0702,0.0578,0.01887,0.00995,0.05396,27301218,7249601,19203570,12745295,3893389948,126421045,160410287,2081752398,127097661,60591028,119188929,2271354,91969544,13153911354,78487431530,130476675,110041351732,12279158,614648627,13736220064
2020-04-30,-0.02665,-0.01632,-0.03016,-0.00005,-0.07737,-0.04981,-0.07544,-0.06498,-0.04415,-0.02579,-0.05153,-0.06311,-0.03629,-0.06647,0,-0.06657,-0.06543,0,-0.00995,-0.06668,28853763,7670814,21542248,16649051,4872256678,123049204,175210439,1992205739,132318307,78262674,119396753,2274109,96865276,12276765757,89046369515,131457340,106807743202,11486140,585800704,14290384113
2020-05-01,0.03065,0.02354,0.02915,0.02419,0.06892,0.016,-0.00071,0.02098,0.03139,0.00946,0.02286,0.02044,0.01556,0.07845,0,0.01795,0.03946,0,0,0.03003,26217927,5029685,13816573,10610778,3421517103,103246290,145249404,1204190516,98697647,32200714,96967853,1678463,84562275,10845014767,55660165612,112045124,103972412755,10845510,483918719,10679761269
2020-05-02,0.00114,0.01387,0.0183,0.00019,-0.00481,0.01053,0.04016,0.02055,0.00517,0.00703,0.03435,0.01324,0.01857,0.02997,-0.00995,0.00709,0.02988,0,0,0.02106,22422043,4496001,11798484,9351297,2505781254,82329443,112128831,1127617141,85023285,26521779,91594404,1410925,73846492,9701271134,49749061276,84196930,93022496467,11480309,527930176,9796244507
2020-05-03,-0.02593,-0.01019,-0.0367,-0.02284,-0.04173,-0.02653,-0.00793,-0.038,-0.02065,-0.01887,-0.02435,-0.03432,-0.01747,-0.03156,0,-0.03232,-0.02192,-0.00939,-0.0007,-0.0203,21959612,5266868,14888721,10876473,2799411485,88192798,132424375,1465763303,96040138,32660731,95517323,1465498,80400856,10164701002,58963072938,81456433,96404304615,10374456,538722027,9845531191
2020-05-04,-0.00175,0.0017,-0.02839,-0.01517,0.01491,0.01335,0.01122,-0.02135,-0.01317,0.00712,-0.01671,-0.01924,-0.00221,0.00861,0.00995,0.01808,0.01776,-0.00948,0.0007,-0.00206,22819103,5134025,14984172,11693217,3494034242,107024861,134351555,1490169270,107861830,35253303,93759858,1728380,82734266,9548550271,60015067300,104295722,107877474619,14097473,547061848,11233229494
2020-05-05,-0.01058,0.01009,-0.00359,0.00843,-0.00618,-0.02145,0.03581,-0.0036,-0.00675,-0.01189,-0.01443,-0.01431,0.00441,-0.01769,-0.00995,-0.01444,-0.02515,-0.02899,-0.00088,-0.01148,21104520,4816827,13613113,11101924,2586632829,82424171,200320992,1199636435,91602107,28031828,88852648,1581876,79510936,7837410383,53508893082,76701306,111604525816,24648583,569204814,9664685439
2020-05-06,-0.01549,0.02908,0.00502,-0.01111,0.00825,-0.01364,0.03211,-0.02931,-0.01319,-0.0048,-0.01833,-0.03095,0.01959,-0.01741,0.0198,-0.01835,-0.00466,0.04786,0.01083,-0.00581,21722315,5404153,13521000,10812780,2650335314,90195970,124174007,1243379240,99036311,30088133,98692074,1854290,84090457,8832066639,58734027925,67574207,98711638891,26877937,568197459,10004459241
2020-05-07,0.02079,0.07108,0.02745,0.0242,0.02655,0.02977,0.0165,0.02569,0.03954,,0.02981,0.09773,0.06467,0.01569,-0.0198,0.02198,0.0143,0,-0.00995,0.01708,24649649,6359189,14723469,11376432,2844759410,112340628,200507701,1598533346,113340913,,108946669,2253557,90471473,9433127136,71836143381,79811567,106300597792,25629952,566644249,11898373587
2020-05-08,0.01343,-0.011,0.03416,0.0029,0.02315,0.01849,0.03067,0,0.00329,0.0048,0.01155,-0.01326,0.14196,0.0113,0,0,0.01662,-0.00939,0,0.00415,22314260,5231914,15474749,11615105,3339123597,104190368,115600278,1391623584,96149075,30945788,100424477,1981968,98290610,8468638082,63400633378,57985000,104736560637,18748812,573933002,11213969167
2020-05-09,-0.01755,-0.0256,0.01782,0.00223,-0.0109,0.05599,-0.01792,0,-0.00655,-0.01446,-0.01282,-0.00725,-0.03206,-0.01615,0,0.02505,-0.00781,0.00939,0,-0.0134,21370497,4791599,17861226,12198636,2722866829,151850077,110545132,1306465700,89265162,35727026,99644801,1552924,96247798,8489175021,57870685210,63248026,99923740122,13623624,527392293,11649352628
2020-05-10,-0.10182,-0.09134,-0.13384,-0.12679,-0.0817,-0.07183,-0.04963,-0.11914,-0.11507,-0.06519,-0.10944,-0.07178,-0.12209,-0.11244,0,-0.10418,-0.12582,0.02765,0,-0.09029,27057495,6901814,20381811,13049969,4573565791,157559891,96300901,2144816817,125994879,68668995,129028615,2005699,106988819,12040254432,79545041693,76512635,114917522653,13505977,628815173,14780220956
2020-05-11,-0.01316,-0.01782,0.00919,0.01198,0.009,-0.04627,0.01,-0.01646,-0.01437,-0.02625,-0.01594,0.01182,-0.01235,-0.02398,-0.00164,-0.0482,-0.01844,-0.00913,-0.00268,-0.02097,26622336,6581300,18179514,13344673,4308143112,126531961,145401661,1646518244,107097817,59127009,121844804,2132762,95683748,10650023491,68720220507,81834816,121782201943,12432666,561238435,12597947823
2020-05-12,0.04151,0.02329,-0.00782,-0.00859,0.04696,0.02747,0.01009,0.01237,0.01812,0.03142,0.00978,0.03091,0.03259,0.10729,0.00164,0.0284,0.03758,0.03604,0.00268,0.01824,25584177,4842243,14182847,10634570,3468603741,98480900,97445361,1144681396,84748821,34675262,112992162,1590140,63641512,10810384377,49790813501,59355468,115067010951,20579983,419477099,10500400770
2020-05-13,0.0251,0.05152,0.02558,0.02017,0.02063,0.01879,0.01905,0.03622,0.05087,0.0128,0.02393,0.05449,0.03059,-0.00156,0,0.02372,0.03004,-0.00889,0,0.01926,22554449,5041160,12517086,9017700,2912011227,85852792,108709771,1095755938,87797489,27913941,107118456,1976215,56269190,9563516510,53063776325,46060306,107172697449,18245033,442974311,9757088528
2020-05-14,0.01354,0.04881,0.01123,0.01471,-0.01137,0.01058,-0.03352,0.03113,0.0187,0.04235,0.01883,0.00844,-0.01173,-0.01028,-0.00114,-0.00784,0.01718,-0.01802,-0.00312,0.00815,23891191,5938515,16142807,10133031,2822724097,99482469,122188197,1483128775,100216466,43471442,115378039,2041624,62547226,9611966791,64581636747,53234784,108560351351,20717764,590373006,10647967816
2020-05-15,-0.038,-0.04255,-0.02661,-0.02873,-0.00843,-0.03481,0.00267,-0.00769,-0.03679,-0.01227,-0.02581,-0.03976,-0.01187,-0.02456,0.00114,-0.01988,-0.02293,-0.00913,0.00312,-0.02098,21232601,5052881,13106602,9463174,2814802206,87548253,147744327,1457839864,83309542,36661735,100032607,1356187,59843703,8637525423,53178677573,45418958,100857550497,20383771,734621963,10179715362
2020-05-16,0.01887,0.00522,0.00483,0.00457,0.00925,0.02423,0.01557,0.01533,0.02554,-0.00247,0.00883,0.03884,-0.00599,0.01039,0,0.0547,0.00301,0,-0.00066,0.00562,21378201,3866812,11911919,8010479,2444173480,80418270,144988049,1266045649,77613332,32144690,90170990,1255363,50267787,6396902624,42259786355,46582458,100030679675,15824180,590668384,8998027909
2020-05-17,0.01607,0.03084,0.019,0.01678,0.00804,0.00531,0.02996,-0.00381,0.03178,0.00985,0.0099,-0.0023,0.01786,0.01443,0,-0.00381,0.0028,-0.00922,0.00066,0.0061,20375475,4208817,12329053,7516639,2257824982,86151775,122875849,1075133345,75865032,34457349,89835589,1191800,52960749,7739188179,45525203695,46498642,100598604352,24638514,624040485,8732222818
2020-05-18,0.02003,0.00576,0.02716,0.05923,0.05511,0.02869,0.04177,0.01515,0.03496,0.0146,0.03512,0.02753,0.00784,0.0143,0,0.04843,0.02319,0,0,0.0193,20492488,4312674,13281177,10387462,3463697315,100311943,133777418,1290911028,82579938,30492815,100698465,1741311,52084082,8538565825,50496315260,49553881,99757747101,27860828,556502433,9686945715
2020-05-19,0.03019,0.00025,-0.0077,-0.01311,0.0397,0.00768,0.00776,-0.01134,-0.00505,-0.00484,0.00397,-0.00854,0.00195,-0.01012,-0.00399,0.02158,0.01011,0,-0.00462,-0.00561,20815572,4035267,11518733,8633529,3370906839,87580885,127621093,1034198432,67041417,24267085,79760880,1365299,45037819,6131848026,47049083705,45373012,98858298367,12624594,646741542,9644827607
2020-05-20,-0.01528,-0.02141,-0.02641,-0.0187,0.00752,0.03755,0.00704,-0.01147,-0.01582,-0.01221,-0.02703,-0.02668,-0.01373,0.02284,0.00294,0,-0.0335,0.01835,0.0046,-0.01144,17954281,3796614,11508554,8018662,3588130264,125526374,121614089,1084073335,60111796,27339701,77012963,1191851,39779512,7561263661,44559409840,46945444,101536579818,10896972,656513481,9531954744
2020-05-21,-0.04666,-0.04744,-0.04754,-0.01849,-0.08489,-0.05557,-0.02584,-0.05129,-0.04987,-0.035,-0.03291,-0.04617,-0.05582,-0.06238,0.00105,-0.06241,-0.05094,0.01802,0.00001,-0.03121,17182261,4227542,13182155,9209835,4185254021,120174304,329082616,988440521,64921807,32056167,72344230,1205274,40115819,7326253045,47364955388,40721567,101546090166,11191314,639946547,8831137150
2020-05-22,0.03175,0.01104,0.02636,0.00783,0.0664,0.05557,0.04484,0.05129,0.03582,0.01264,0.03382,0.02177,0.08117,0.02177,0,0.05884,0.04143,0.0177,0,0.02442,18804474,3264369,11624007,6818710,4151934677,98811612,397914087,931872419,59165174,28203564,66895329,1259392,48787267,7022097845,37971264880,43776734,105051391104,10759990,479674913,9358366885
